#separator:semicolon
#html:true
#tags column:3
<b>ATOMISTIQUE</b> — Rappelle la règle de <b>Klechkowski</b> (règle de Madelung). À quoi sert-elle ?;"Elle donne l'<b>ordre de remplissage des orbitales</b> selon l'énergie croissante.<br><br>Règle : on classe par <b>n + ℓ</b> croissant ; si <b>n + ℓ</b> est égal, on classe par <b>n</b> croissant.<br><br><b>Ordre à apprendre par cœur :</b><br><b>1s · 2s · 2p · 3s · 3p · 4s · 3d · 4p · 5s · 4d · 5p · 6s · 4f · 5d · 6p · 7s · 5f · 6d</b><br><br>⚠️ Piège : <b>4s se remplit AVANT 3d</b>, mais à l'<b>ionisation</b> ce sont les <b>4s qui partent EN PREMIER</b>.<br>Ex. : Fe = [Ar] 4s² 3d⁶ → Fe²⁺ = [Ar] 3d⁶ (<b>pas</b> 4s² 3d⁴).";chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Énonce le <b>principe d'exclusion de Pauli</b> et le <b>règle de Hund</b>.;<b>PAULI</b> : deux électrons d'un même atome ne peuvent pas avoir leurs <b>4 nombres quantiques identiques</b> → une orbitale contient au maximum <b>2 électrons</b>, de <b>spins opposés</b> (↑↓).<br><br><b>HUND</b> (règle du multiplicité maximale) : dans des orbitales <b>dégénérées</b> (même énergie, ex. les 3 orbitales 2p), les électrons se placent <b>d'abord seuls, un par orbitale, avec des spins PARALLÈLES</b>, avant de s'apparier.<br><br>Ex. : l'<b>azote</b> (Z=7) → 1s² 2s² 2p³ = ↑ ↑ ↑ (trois électrons célibataires, <b>pas</b> ↑↓ ↑).;chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Les 4 nombres quantiques : nom, symbole, valeurs possibles, signification.;"<b>1. n</b> — nombre quantique <b>PRINCIPAL</b> : <b>n = 1, 2, 3…</b> → <b>couche</b> (niveau d'énergie, taille).<br><b>2. ℓ</b> — nombre quantique <b>SECONDAIRE (azimutal)</b> : <b>ℓ = 0 → n−1</b> → <b>sous-couche / forme</b> de l'orbitale.<br>&nbsp;&nbsp;&nbsp;ℓ=0 → <b>s</b> (sphère) · ℓ=1 → <b>p</b> (haltère) · ℓ=2 → <b>d</b> · ℓ=3 → <b>f</b><br><b>3. mℓ</b> — nombre quantique <b>MAGNÉTIQUE</b> : <b>mℓ = −ℓ … +ℓ</b> → <b>orientation</b> dans l'espace.<br>&nbsp;&nbsp;&nbsp;Nombre d'orbitales par sous-couche = <b>2ℓ + 1</b><br><b>4. ms</b> — nombre quantique de <b>SPIN</b> : <b>+½ ou −½</b><br><br>⚠️ Nombre maximal d'électrons par sous-couche = <b>2(2ℓ+1)</b> → s:<b>2</b>, p:<b>6</b>, d:<b>10</b>, f:<b>14</b>.";chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Donne le nombre d'électrons et le nombre d'orbitales de chaque sous-couche s, p, d, f.;"<b>s</b> (ℓ=0) : <b>1 orbitale</b>, max <b>2 électrons</b><br><b>p</b> (ℓ=1) : <b>3 orbitales</b>, max <b>6 électrons</b><br><b>d</b> (ℓ=2) : <b>5 orbitales</b>, max <b>10 électrons</b><br><b>f</b> (ℓ=3) : <b>7 orbitales</b>, max <b>14 électrons</b><br><br>Formule : orbitales = <b>2ℓ+1</b> ; électrons = <b>2(2ℓ+1)</b>.";chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Quels sont les cas de configuration électronique « anormale » à connaître ?;<b>Cr (Z=24)</b> : [Ar] <b>3d⁵ 4s¹</b> (et <b>pas</b> 3d⁴ 4s²)<br><b>Cu (Z=29)</b> : [Ar] <b>3d¹⁰ 4s¹</b> (et <b>pas</b> 3d⁹ 4s²)<br><br>Raison : une sous-couche <b>demi-remplie (d⁵)</b> ou <b>totalement remplie (d¹⁰)</b> est <b>plus stable</b> (énergie plus basse).<br><br>⚠️ Dans les QCM, c'est <b>toujours</b> la réponse correcte face à la version « mécanique ».;chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Que sont les <b>isotopes</b> ? les <b>isobares</b> ? les <b>isotones</b> ?;"<b>ISOTOPES</b> : même <b>Z</b> (même élément), <b>A différent</b> → nombre de <b>NEUTRONS différent</b>.<br>&nbsp;&nbsp;Ex. : ¹²C, ¹³C, ¹⁴C. Même propriétés <b>chimiques</b>, propriétés <b>physiques</b> différentes.<br><b>ISOBARES</b> : même <b>A</b>, <b>Z différent</b>.<br>&nbsp;&nbsp;Ex. : ⁴⁰Ar, ⁴⁰K, ⁴⁰Ca.<br><b>ISOTONES</b> : même nombre de <b>NEUTRONS (N = A − Z)</b>, Z et A différents.<br>&nbsp;&nbsp;Ex. : ¹³C (N=7) et ¹⁴N (N=7).<br><br>Moyen mnémotechnique : iso<b>p</b>es = même <b>p</b>rotons · iso<b>b</b>ares = même masse <b>b</b>rute (A) · iso<b>t</b>ones = même neu<b>t</b>rons.";chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Comment calcule-t-on la masse atomique moyenne d'un élément à partir de ses isotopes ?;"C'est la <b>moyenne pondérée</b> par les abondances naturelles :<br><br><b>M = Σ (masseᵢ × abondanceᵢ) / 100</b><br><br>Ex. : chlore → ³⁵Cl (34,97 u ; 75,77 %) et ³⁷Cl (36,97 u ; 24,23 %)<br>M = (34,97 × 0,7577) + (36,97 × 0,2423) = <b>35,45 u</b><br><br>⚠️ Utilise les abondances en <b>fraction</b> (÷100), pas en pourcentage.";chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Comment évoluent les propriétés suivantes <b>le long d'une période</b> (de gauche à droite) ?;<b>↑ Rayon atomique</b> → <b>DIMINUE</b> (Z efficace ↑, les électrons sont plus attirés)<br><b>↑ Énergie d'ionisation (EI₁)</b> → <b>AUGMENTE</b> (plus dur d'arracher un e⁻)<br><b>↑ Affinité électronique</b> → <b>AUGMENTE</b> (en valeur absolue)<br><b>↑ Électronégativité</b> → <b>AUGMENTE</b><br><b>↑ Caractère métallique</b> → <b>DIMINUE</b><br><b>↑ Caractère non-métallique</b> → <b>AUGMENTE</b><br><br>Règle globale : tout augmente sauf le rayon et le caractère métallique.;chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Comment évoluent ces mêmes propriétés <b>le long d'un groupe</b> (de haut en bas) ?;<b>↓ Rayon atomique</b> → <b>AUGMENTE</b> (une couche électronique de plus à chaque période)<br><b>↓ Énergie d'ionisation</b> → <b>DIMINUE</b> (l'e⁻ externe est plus loin du noyau, écran ↑)<br><b>↓ Affinité électronique</b> → <b>DIMINUE</b><br><b>↓ Électronégativité</b> → <b>DIMINUE</b><br><b>↓ Caractère métallique</b> → <b>AUGMENTE</b><br><b>↓ Caractère basique des oxydes</b> → <b>AUGMENTE</b><br><br>⚠️ C'est l'<b>inverse exact</b> de la période, sauf le caractère métallique qui augmente dans les deux sens vers le bas-gauche.;chimie-2026 EXAM-2026
<b>ATOMISTIQUE</b> — Classe ces éléments par électronégativité croissante : F, O, N, Cl, C, H, Na.;"<b>Na (0,93) &lt; H (2,20) &lt; C (2,55) &lt; N (3,04) &lt; Cl (3,16) &lt; O (3,44) &lt; F (3,98)</b><br><br>Échelle de <b>Pauling</b>. À retenir absolument pour la <b>polarité des liaisons</b> et les <b>effets inductifs</b> en organique.<br><br>⚠️ <b>F &gt; O</b> — c'est la seule inversion classique que les étudiants oublient. Et <b>Cl &gt; N</b>.";chimie-2026 EXAM-2026
