#separator:semicolon
#html:true
#tags column:3
⚠️ **AVERTISSEMENT** — d9a dyal had l-deck Génétique. 9ra hadchi 9bel.;<b>Ce deck est construit à partir des <b>40 QCM RÉELS de l'épreuve « Biologie Moléculaire et Génétique » de Janvier 2026</b></b> (Pr H. DEHBI et Pr T. ROCHD), que j'ai lus dans `BIOLOGIE N2026.pdf` (chunks 1 et 2).<br><br>⚠️ <b>MAIS :</b><br>• Les PDFs de <b>Chimie N2026</b> et <b>Biochimie N2026</b> portaient des <b>corrections manuscrites</b> → j'ai lu les vraies réponses.<br>• Le PDF de <b>BIOLOGIE N2026</b> : les corrections manuscrites <b>n'apparaissent PAS dans l'extraction de texte</b> (un scan manuscrit ne se convertit pas en texte).<br><br>→ <b>Les réponses de ce deck sont DONC LES MIENNES</b>, dérivées de la génétique standard. Elles sont <b>fiables à ~90 %</b> mais <b>DOIVENT ÊTRE VÉRIFIÉES</b>.<br><br><b>COMMENT VÉRIFIER (5 min) :</b><br>1. Ouvre `BIOLOGIE N2026.pdf` sur ton téléphone<br>2. Regarde les <b>cases noircies / cochées au stylo</b><br>3. Si une carte de ce deck contredit le corrigé, <b>corrige-la dans Anki</b> (bouton « Modifier »)<br><br>⚠️ Les cartes où je suis <b>le moins sûr</b> portent le tag <b>`A-VERIFIER`</b>. Commence par vérifier celles-là.;genetique-2026 EXAM-2026 STRATEGIE
Q1 — Quelle(s) molécule(s) est/sont <b>porteuse(s) de l'information génétique</b> ? (ADN mitochondrial · Topo-isomérase · Hélicase · ARNm · ADN polymérase);<b>✅ ADN mitochondrial</b> et <b>✅ ARNm</b><br><br><b>Pourquoi :</b><br>• <b>ADN mitochondrial</b> : l'ADNmt est un <b>génome propre</b> (16 569 pb, circulaire, 37 gènes) transmis par <b>voie MATERNELLE</b> → il porte bien de l'information génétique<br>• <b>ARNm</b> : c'est la <b>copie de travail</b> du gène — il porte l'information sous forme de <b>codons</b> qui seront traduits en protéine<br><br><b>❌ Topo-isomérase, Hélicase, ADN polymérase</b> : ce sont des <b>ENZYMES (protéines)</b>. Elles <b>AGISSENT SUR</b> l'information génétique (elles la répliquent, la déroulent, la découpent) mais <b>NE LA PORTENT PAS</b>.<br><br>⚠️ <b>Piège classique :</b> ne pas confondre <b>« support de l'information »</b> (ADN, ARN) et <b>« machinerie qui la manipule »</b> (enzymes).;genetique-2026 EXAM-2026
Q2 — Laquelle/lesquelles de ces molécules <b>NE sont PAS</b> porteuses de l'information génétique ? (fragments d'Okazaki · ADN répétitif · Plasmide · ADN ligase · génome viral);<b>✅ Fragments d'Okazaki</b> et <b>✅ ADN ligase</b><br><br><b>Pourquoi :</b><br>• <b>Fragments d'Okazaki</b> : ⚠️ <b>PIÈGE</b> — ce sont bien des <b>fragments d'ADN</b>, mais ce sont des <b>INTERMÉDIAIRES TRANSITOIRES de la réplication</b> du brin retardé. Ils ne <b>portent pas d'information génétique autonome</b> — ils sont destinés à être <b>ligaturés</b> pour reconstituer le brin. <i>(Réponse discutée — voir tag)</i><br>• <b>ADN ligase</b> : c'est une <b>ENZYME (protéine)</b> → jamais porteuse d'information ✅ sans ambiguïté<br><br><b>❌ SONT porteurs :</b><br>• <b>ADN répétitif</b> : c'est de l'<b>ADN</b> (séquences satellite, minisatellite, microsatellite, ALU, LINE) → porteur, même s'il est souvent non codant<br>• <b>Plasmide</b> : <b>ADN circulaire extrachromosomique</b> bactérien → porte des gènes (résistance aux antibiotiques) et <b>s'autoréplique</b><br>• <b>Génome viral</b> : <b>ADN ou ARN</b> viral → porte l'information du virus;genetique-2026 EXAM-2026 A-VERIFIER
Q3 — Le <b>fragment d'Okazaki</b> : qu'est-ce que c'est exactement ?;<b>✅ B — C'est un ADN</b> et <b>✅ E — C'est un désoxy-ribonucléotide</b><br><br><b>DÉFINITION :</b> court fragment d'<b>ADN</b> (100–200 nucléotides chez les eucaryotes, 1000–2000 chez E. coli) synthétisé sur le <b>BRIN RETARDÉ (brin discontinu)</b> lors de la réplication.<br><br><b>Pourquoi existent-ils :</b><br>• L'<b>ADN polymérase ne synthétise QUE dans le sens 5' → 3'</b><br>• Les deux brins de l'ADN sont <b>ANTIPARALLÈLES</b><br>• À la fourche de réplication, un seul brin (le <b>brin avancé / leading</b>) peut être synthétisé en <b>continu</b><br>• L'autre (le <b>brin retardé / lagging</b>) doit être synthétisé en <b>morceaux</b>, à rebours de l'ouverture de la fourche → ce sont les <b>fragments d'Okazaki</b><br><br><b>❌ A — « C'est un ARN »</b> : FAUX. ⚠️ Mais attention : chaque fragment d'Okazaki <b>COMMENCE par une AMORCE d'ARN</b> (≈10 nucléotides) synthétisée par la <b>primase (ADN polymérase α-primase)</b>. Cette amorce est ensuite <b>retirée</b> (par la RNase H / FEN1 chez les eucaryotes, ADN pol I chez E. coli) et <b>remplacée par de l'ADN</b>.<br><b>❌ C — « C'est une enzyme »</b> : FAUX, c'est un <b>produit</b>, pas un catalyseur.<br><b>❌ D — « C'est un ribonucléotide »</b> : FAUX — un ribonucléotide contient du <b>ribose</b> (ARN). L'Okazaki est un <b>désoxyribonucléotide</b> (ADN).<br><br><b>Étapes de maturation :</b> amorce ARN → élongation par l'<b>ADN pol δ</b> → retrait de l'amorce → comblement du trou → <b>ligature par l'ADN LIGASE I</b>.;genetique-2026 EXAM-2026
Q4 — Dans la <b>TRANSCRIPTION</b> : (ARN pol n'a pas besoin d'amorce · a besoin d'une amorce ADN · l'ARNm a le même sens que le brin matrice · la transcription a lieu dans le cytoplasme · l'ARN pol synthétise les ARNt);"<b>✅ A — L'ARN polymérase N'A PAS BESOIN D'AMORCE</b><br><b>✅ E — L'ARN polymérase permet la synthèse des ARNt</b><br><br><b>A ✅ — Différence FONDAMENTALE avec la réplication :</b><br>• <b>ADN polymérase</b> : a <b>OBLIGATOIREMENT besoin d'une amorce (primer)</b> — un court ARN fourni par la <b>primase</b> avec un <b>3'-OH libre</b><br>• <b>ARN polymérase</b> : <b>peut démarrer DE NOVO</b> (sans amorce) — elle initie la synthèse directement sur le promoteur<br>→ C'est pourquoi il n'y a <b>pas de fragments d'Okazaki</b> dans la transcription.<br><br><b>E ✅ —</b> Chez les eucaryotes :<br>• <b>ARN polymérase I</b> → <b>ARNr</b> 28S, 18S, 5.8S (dans le <b>nucléole</b>)<br>• <b>ARN polymérase II</b> → <b>ARNm</b> + la plupart des <b>snARN</b> et des <b>miRNA</b> ⚠️ la plus importante, sensible à l'<b>α-amanitine</b><br>• <b>ARN polymérase III</b> → <b>ARNt</b> + <b>ARNr 5S</b> + snARN U6<br><br><b>❌ B —</b> « besoin d'une amorce ADN » : FAUX (voir A).<br><b>❌ C — L'ARNm a le même sens que le brin MATRICE</b> : <b>FAUX, PIÈGE MAJEUR</b> ⚠️<br>• Le <b>brin MATRICE (brin transcrit, template, brin antisens)</b> est lu en <b>3' → 5'</b> ; l'ARNm synthétisé est <b>COMPLÉMENTAIRE et ANTIPARALLÈLE</b> à lui.<br>• Le <b>brin NON-MATRICE (brin codant, brin sens, « coding strand »)</b> a <b>LA MÊME SÉQUENCE que l'ARNm</b> (avec T au lieu de U).<br>→ Donc l'ARNm a le même sens que le <b>brin CODANT</b>, <b>PAS</b> que le brin matrice.<br><b>❌ D —</b> « la transcription a lieu dans le cytoplasme » : FAUX chez les <b>EUCARYOTES</b> → elle a lieu dans le <b>NOYAU</b>. ⚠️ Elle a lieu dans le cytoplasme chez les <b>PROCARYOTES</b> (pas de noyau) — et la transcription/traduction y sont <b>couplées</b>.";genetique-2026 EXAM-2026
Q5 — À propos de l'<b>ARNr</b> et du ribosome : (obtenu par transcription · obtenu par traduction · la traduction de l'ARNr donne les protéines ribosomiques · une sous-unité = ARNr + protéines · un ribosome complet = 2 sous-unités);<b>✅ A — L'ARNr est obtenu par TRANSCRIPTION</b><br><b>✅ D — Une sous-unité ribosomale est constituée d'un ARNr + des protéines</b><br><b>✅ E — Un ribosome complet est constitué de 2 sous-unités ribosomales</b><br><br><b>A ✅ —</b> L'ARNr est un <b>ARN</b> : comme tous les ARN, il est produit par <b>TRANSCRIPTION</b> de l'ADN par l'<b>ARN polymérase I</b> (pour 28S, 18S, 5.8S) dans le <b>nucléole</b>.<br><br><b>D ✅ / E ✅ — Composition du ribosome eucaryote (80S) :</b><br>• <b>Petite sous-unité 40S</b> : <b>ARNr 18S</b> + <b>33 protéines ribosomiques (RPS)</b><br>• <b>Grande sous-unité 60S</b> : <b>ARNr 28S + 5,8S + 5S</b> + <b>49 protéines ribosomiques (RPL)</b><br>• <b>Ribosome complet 80S</b> = 40S + 60S (S = unité <b>Svedberg</b>, coefficient de sédimentation — <b>NON ADDITIF</b> ⚠️)<br>• <b>Procaryote : 70S</b> = 30S (ARNr 16S + 21 protéines) + 50S (ARNr 23S + 5S + 31 protéines)<br><br>⚠️ Le ribosome est un <b>RIBOZYME</b> : l'activité <b>peptidyl-transférase</b> (formation de la liaison peptidique) est portée par l'<b>ARNr 28S</b>, PAS par une protéine.<br><br><b>❌ B — « obtenu par traduction »</b> : FAUX. La traduction produit des <b>PROTÉINES</b>, jamais des ARN.<br><b>❌ C — « La traduction de l'ARNr donne les protéines ribosomiques »</b> : <b>FAUX, PIÈGE</b> ⚠️<br>• L'<b>ARNr N'EST JAMAIS TRADUIT</b> — il n'a <b>pas de cadre de lecture</b>, il est <b>non codant</b>.<br>• Les <b>protéines ribosomiques</b> sont codées par des <b>gènes NUCLÉAIRES DISTINCTS</b>, transcrites en <b>ARNm</b>, traduites <b>dans le cytoplasme</b>, puis <b>importées dans le nucléole</b> pour s'assembler avec l'ARNr.;genetique-2026 EXAM-2026
Q6 — Une <b>SONDE</b> (moléculaire) : (antiparallèle au fragment recherché · parallèle · capable de s'hybrider au polynucléotide étudié · capable de s'hybrider à la protéine recherchée · une enzyme);<b>✅ A — Elle est ANTIPARALLÈLE au fragment recherché</b><br><b>✅ C — Elle est capable de rechercher et de s'hybrider au fragment du polynucléotide étudié</b><br><br><b>DÉFINITION :</b> une <b>sonde moléculaire</b> est un <b>court fragment d'acide nucléique (ADN ou ARN), simple brin, de séquence COMPLÉMENTAIRE</b> de la séquence cible que l'on veut détecter. Elle est <b>marquée</b> pour être repérable.<br><br><b>A ✅ — Pourquoi antiparallèle :</b> l'hybridation suit la règle de <b>Watson-Crick</b> : les deux brins s'apparient en <b>antiparallèle</b> (5'→3' contre 3'→5'). Une sonde <b>5'-ATGC-3'</b> s'hybride avec la cible <b>3'-TACG-5'</b> (= <b>5'-GCAT-3'</b>).<br><br><b>Types de marquage :</b><br>• <b>Radioactif</b> : <b>³²P</b> (dATP α-³²P) → détection par autoradiographie. Sensible mais dangereux.<br>• <b>Fluorescent</b> : FITC, Cy3, Cy5, rhodamine → <b>FISH</b><br>• <b>Enzymatique / non isotopique</b> : <b>biotine</b> (détectée par streptavidine-peroxydase) ou <b>digoxigénine (DIG)</b> (détectée par anticorps anti-DIG) → <b>ABC</b> (Avidin-Biotin-Complex)<br><br><b>Techniques utilisant des sondes :</b><br>• <b>Southern blot</b> → détecte l'<b>ADN</b><br>• <b>Northern blot</b> → détecte l'<b>ARN</b><br>• <b>Western blot</b> → détecte les <b>PROTÉINES</b> ⚠️ mais ici la « sonde » est un <b>ANTICORPS</b>, pas un acide nucléique<br>• <b>FISH</b>, <b>PCR en temps réel (TaqMan, SYBR)</b>, <b>puces à ADN (ACPA)</b>, <b>hybridation in situ</b><br><br><b>❌ B — « parallèle »</b> : FAUX (voir A).<br><b>❌ D — « s'hybrider à la protéine recherchée »</b> : FAUX. Une <b>sonde nucléique</b> s'hybride à un <b>acide nucléique</b>. Pour une protéine, on utilise un <b>ANTICORPS</b> (Western blot, immunomarquage, ELISA).<br><b>❌ E — « une enzyme »</b> : FAUX, c'est un <b>acide nucléique</b>.;genetique-2026 EXAM-2026
Q7 — Chez l'<b>HOMME</b> : (chromosomes = ARN · 46 paires · 23 paires · l'un est ADN et l'autre ARN · l'un vient du père, l'autre de la mère);<b>✅ C — Le génome est constitué de 23 PAIRES de chromosomes</b><br><b>✅ E — Dans chaque paire, l'un vient du père et l'autre de la mère</b><br><br><b>C ✅ —</b> Chez l'Homme :<br>• <b>2n = 46 CHROMOSOMES</b> = <b>23 PAIRES</b><br>• <b>22 paires d'AUTOSOMES</b> (numérotées 1 à 22, par taille décroissante)<br>• <b>1 paire de GONOSOMES (chromosomes sexuels)</b> : <b>XX</b> (femme) ou <b>XY</b> (homme)<br>• <b>n = 23</b> dans les <b>gamètes</b> (haploïde)<br>⚠️ <b>PIÈGE DE L'ÉNONCÉ :</b> « <b>46 paires</b> » (réponse B) est <b>FAUX</b> — il y a <b>46 CHROMOSOMES</b>, soit <b>23 PAIRES</b>. C'est la confusion la plus fréquente.<br><br><b>E ✅ —</b> Chaque paire = <b>1 chromosome d'origine PATERNELLE</b> (via le spermatozoïde) + <b>1 chromosome d'origine MATERNELLE</b> (via l'ovocyte). Ce sont des <b>CHROMOSOMES HOMOLOGUES</b> : même taille, même position du centromère, <b>mêmes loci géniques</b> — mais <b>pas nécessairement les mêmes ALLÈLES</b>.<br><br><b>❌ A — « Les chromosomes humains sont de l'ARN »</b> : FAUX. Les chromosomes sont de l'<b>ADN</b> (double brin, linéaire) associé à des <b>histones</b> = <b>CHROMATINE</b>.<br><b>❌ D — « l'un est ADN, l'autre ARN »</b> : FAUX, les deux homologues sont de l'<b>ADN</b>.<br><br>⚠️ <b>Exception à connaître :</b> les <b>MITOCHONDRIES</b> contiennent leur propre <b>ADN (ADNmt)</b>, circulaire, <b>16 569 pb, 37 gènes</b>, transmis <b>UNIQUEMENT PAR LA MÈRE</b> (hérédité <b>maternelle / cytoplasmique</b>) → ne suit <b>pas</b> les lois de Mendel.;genetique-2026 EXAM-2026
Q8 — « Multiplication <b>in vitro</b> d'un être vivant en grand nombre d'exemplaires <b>identiques</b> » — de quoi s'agit-il ?;<b>✅ D — UN CLONAGE</b><br><br><b>DÉFINITION DU CLONAGE :</b> production, <b>in vitro</b> ou <b>in vivo</b>, d'un <b>grand nombre de copies IDENTIQUES</b> (génétiquement) d'un organisme, d'une cellule, d'un tissu ou d'un fragment d'ADN.<br><br>⚠️ <b>Le mot-clé de l'énoncé est « IDENTIQUES »</b> → ça élimine tout ce qui mélange ou amplifie sans copier à l'identique.<br><br><b>Types de clonage :</b><br>• <b>CLONAGE MOLÉCULAIRE (clonage d'ADN)</b> : insertion d'un fragment d'ADN dans un <b>VECTEUR</b> (plasmide, cosmide, phage, BAC, YAC) → introduction dans une <b>bactérie hôte</b> (E. coli) → multiplication → obtention de millions de copies identiques<br>• <b>CLONAGE CELLULAIRE</b> : à partir d'<b>une seule cellule</b> → colonie de cellules génétiquement identiques (lignées cellulaires, clones d'hybridomes)<br>• <b>CLONAGE REPRODUCTIF</b> : transfert nucléaire (ex. : la brebis <b>Dolly</b>, 1996)<br>• <b>CLONAGE THÉRAPEUTIQUE</b> : production de <b>cellules souches embryonnaires</b> compatibles<br><br><b>❌ POURQUOI PAS LES AUTRES :</b><br>• <b>A — Une RÉPLICATION</b> : c'est la <b>COPIE de l'ADN À L'INTÉRIEUR d'une cellule</b>, <b>IN VIVO</b> (ou in vitro en PCR). Ce n'est <b>pas</b> la « multiplication d'un être vivant ».<br>• <b>B — Un SÉQUENÇAGE</b> : c'est la <b>LECTURE de l'ordre des nucléotides</b> (Sanger, NGS). Ça ne multiplie rien.<br>• <b>C — Une MÉIOSE</b> : c'est la division qui <b>RÉDUIT de moitié</b> le nombre de chromosomes et qui <b>CRÉE de la DIVERSITÉ</b> (crossing-over, ségrégation indépendante) → produit des cellules <b>DIFFÉRENTES</b>, pas identiques. C'est l'<b>OPPOSÉ</b> du clonage.<br>• <b>E — Une PCR</b> : ⚠️ <b>piège</b>. La PCR est bien une <b>amplification IN VITRO</b>, mais elle amplifie un <b>FRAGMENT d'ADN</b>, <b>PAS un « être vivant »</b>. Et l'énoncé dit « être vivant » → <b>clonage</b>.;genetique-2026 EXAM-2026
Q9 — Lesquels de ces codons sont des <b>codons STOP</b> ? (UAA · UAG · AUG · UGG · UGA);"<b>✅ UAA · ✅ UAG · ✅ UGA</b> — les <b>TROIS</b> codons stop.<br><br>⚠️ <b>À APPRENDRE PAR CŒUR.</b> Moyen mnémotechnique :<br>• <b>UAA</b> = « <b>U</b>ne <b>A</b>utre <b>A</b>nnée »<br>• <b>UAG</b> = « <b>U</b>n <b>A</b>utre <b>G</b>ars » (surnom : <b>AMBRE / amber</b>)<br>• <b>UGA</b> = « <b>U</b>n <b>G</b>rand <b>A</b>dieu » (surnom : <b>OPALE / opal</b>)<br>• <b>UAA</b> surnom : <b>OCRE / ochre</b><br><br>Le plus simple : « <b>UAA, UAG, UGA</b> » → <b>U-A / U-A / U-G</b>, les 3 commencent par <b>U</b> et <b>aucun ne contient de C</b>.<br><br><b>❌ AUG</b> : c'est le <b>CODON D'INITIATION (START)</b> ⚠️ — il code la <b>MÉTHIONINE (Met)</b> chez les eucaryotes (et la <b>N-formyl-méthionine, fMet</b> chez les procaryotes). C'est le <b>premier acide aminé</b> de toute chaîne polypeptidique naissante.<br><b>❌ UGG</b> : code le <b>TRYPTOPHANE (Trp / W)</b>. ⚠️ Le Trp est le <b>SEUL acide aminé codé par UN SEUL codon</b> (avec la Met).<br><br><b>❌ Les codons stop NE CODENT AUCUN ACIDE AMINÉ.</b> Ils sont reconnus par des <b>FACTEURS DE TERMINAISON (RF1, RF2, RF3 chez les procaryotes ; eRF1 chez les eucaryotes)</b>, <b>PAS par un ARNt</b>.<br>→ Ils déclenchent l'<b>hydrolyse de la liaison ester entre le polypeptide et l'ARNt du site P</b> → <b>libération de la protéine</b> → <b>dissociation du ribosome</b>.";genetique-2026 EXAM-2026
Q10 — Qu'est-ce qui <b>NE FAIT PAS partie</b> de la RÉPLICATION ? (ARN polymérase · ADN polymérase · Excision-Épissage · Maturation du transcrit · ARNt);<b>✅ A — ARN polymérase</b><br><b>✅ C — Excision–Épissage</b><br><b>✅ D — Maturation du transcrit</b><br><b>✅ E — ARNt</b><br><br><b>SEUL B (ADN polymérase) FAIT PARTIE de la réplication.</b><br><br><b>Pourquoi les 4 autres N'EN FONT PAS partie :</b><br>• <b>A — ARN polymérase</b> : c'est l'enzyme de la <b>TRANSCRIPTION</b> (ADN → ARN). ⚠️ Ne pas confondre avec la <b>PRIMASE</b> (qui est une <b>ARN polymérase ADN-dépendante</b> spécifique, = <b>ADN pol α-primase</b> chez les eucaryotes) — <b>elle</b>, elle fait bien partie de la réplication (elle synthétise les amorces).<br>• <b>C — Excision–Épissage (splicing)</b> : c'est une étape de la <b>MATURATION de l'ARNm</b> (post-transcriptionnelle) — retrait des <b>INTRONS</b>, jonction des <b>EXONS</b> par le <b>spliceosome</b> (snRNP U1, U2, U4, U5, U6). Ça concerne l'<b>ARN</b>, pas l'ADN.<br>• <b>D — Maturation du transcrit</b> : terme générique = <b>coiffe 5' (m⁷Gppp) + polyadénylation 3' (queue poly-A, ~200 A) + épissage</b>. C'est de la <b>post-TRANSCRIPTION</b>.<br>• <b>E — ARNt</b> : c'est l'<b>ADAPTATEUR de la TRADUCTION</b> (apporte les acides aminés au ribosome). ⚠️ Il intervient bien dans la réplication <b>INDIRECTEMENT</b> (toutes les enzymes de la réplication sont des protéines traduites via des ARNt), mais <b>PAS dans le mécanisme lui-même</b>.<br><br><b>✅ B — ADN polymérase</b> : <b>L'ENZYME CENTRALE DE LA RÉPLICATION</b>.<br>• <b>Eucaryotes</b> : <b>ADN pol α</b> (amorce + début), <b>ADN pol δ</b> (brin retardé, <b>principale</b>), <b>ADN pol ε</b> (brin avancé), <b>ADN pol β</b> (réparation), <b>ADN pol γ</b> (ADN mitochondrial)<br>• <b>Procaryotes</b> : <b>ADN pol III</b> (élongation, principale), <b>ADN pol I</b> (retire les amorces ARN + comble), <b>ADN pol II</b> (réparation)<br>• <b>Propriétés</b> : synthèse <b>5' → 3'</b> uniquement · nécessite une <b>amorce avec 3'-OH libre</b> · activité <b>exonucléasique 3'→5'</b> (<b>relecture / proofreading</b> → fidélité ~10⁻⁹) · ADN pol I a aussi une activité <b>5'→3'</b> (retire les amorces)<br><br>⚠️ <b>PIÈGE :</b> « Excision » existe aussi dans la <b>RÉPARATION de l'ADN</b> (<b>NER</b> = Nucleotide Excision Repair, <b>BER</b> = Base Excision Repair). Mais l'énoncé dit « <b>Excision–Épissage</b> », qui est le terme <b>spécifique de l'épissage de l'ARN</b> → post-transcriptionnel.;genetique-2026 EXAM-2026
